id,title,department,location,required_skills,preferred_skills,education,experience_required,responsibilities,employment_type,company_name,industry,salary_range,job_posted_date,application_deadline,work_mode
8248,Data Engineer,Backend Team,"Hetauda, Karnali Province, Nepal","['angular', 'digitalocean', 'dynamodb', 'fastapi', 'gcp', 'integration testing', 'laravel', 'postgresql', 'rest apis', 'ruby', 'tdd']","['digitalocean', 'postgresql', 'fastapi']",bachelor of science in computer science,9,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Web Development,"NPR 938,445–1,631,541",2025-08-05,2025-09-04,Onsite
8249,Software Engineer,Data Science,"Mahendranagar, Bagmati Province, Nepal","['.net core', 'dynamodb', 'firebase', 'gcp', 'integration testing', 'microservices', 'rust', 'tdd', 'vue']","['rust', 'dynamodb', '.net core']",master of technology,0,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Mobile Development,"NPR 1,357,407–1,730,327",2025-08-04,2025-08-19,WFH
8250,Frontend Engineer,Development,"Kathmandu, Province No. 1, Nepal","['azure', 'dynamodb', 'firebase', 'gcp', 'go', 'nuxt.js', 'rest apis', 'ruby on rails', 'scaling', 'tdd']","['azure', 'gcp', 'nuxt.js']",bachelor of computer applications,0,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Data Analytics,"NPR 976,925–1,532,100",2025-08-02,2025-08-21,Hybrid
8251,QA Engineer,Frontend Team,"Lalitpur, Karnali Province, Nepal","['angular', 'ansible', 'dynamodb', 'gcp', 'integration testing', 'python', 'react native', 'ruby on rails', 'security best practices', 'tdd']","['ansible', 'python', 'dynamodb']",self-taught,7,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,IT Consulting,"NPR 1,485,342–2,210,820",2025-08-01,2025-08-27,Onsite
8252,Data Engineer,Backend Team,"Dang, Lumbini Province, Nepal","['firebase', 'microservices', 'node.js', 'performance tuning', 'python', 'sqlite', 'unit testing', 'vue']","['firebase', 'vue', 'python']",bachelor of computer applications,9,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Data Analytics,"NPR 1,180,177–1,775,185",2025-08-06,2025-08-22,WFH
8253,Data Engineer,Data Science,"Nepalgunj, Madhesh Province, Nepal","['ci/cd', 'digitalocean', 'microservices', 'mysql', 'node.js', 'nuxt.js', 'performance tuning', 'ruby', 'terraform']","['mysql', 'ruby', 'digitalocean']",self-taught,13,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Mobile Development,"NPR 1,001,572–1,342,303",2025-08-09,2025-08-31,Onsite
8254,Engineering Manager,Data Science,"Bara, Lumbini Province, Nepal","['cockroachdb', 'gcp', 'go', 'monolithic apps', 'nuxt.js', 'rest apis', 'rust', 'scala', 'tailwind css', 'tdd']","['tailwind css', 'rust', 'cockroachdb']",master of technology,2,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Mobile Development,"NPR 1,487,903–1,985,535",2025-08-04,2025-09-02,WFH
8255,Software Engineer,Frontend Team,"Pokhara, Karnali Province, Nepal","['digitalocean', 'laravel', 'next.js', 'performance tuning', 'redis', 'security best practices', 'tdd', 'typescript']","['typescript', 'laravel', 'next.js']",bachelor of science in computer science,8,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Software Services,"NPR 1,451,604–1,856,590",2025-08-09,2025-08-26,Onsite
8256,Data Scientist,Data Science,"Chitwan, Karnali Province, Nepal","['go', 'heroku', 'monolithic apps', 'mysql', 'nuxt.js', 'performance tuning', 'rest apis', 'ruby', 'ruby on rails']","['ruby', 'nuxt.js', 'ruby on rails']",self-taught,2,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,IT Consulting,"NPR 1,494,879–1,812,753",2025-08-08,2025-09-01,Onsite
8257,DevOps Engineer,Mobile Apps,"Itahari, Lumbini Province, Nepal","['cockroachdb', 'django', 'gcp', 'ionic', 'javascript', 'microservices', 'performance tuning', 'postgresql', 'react', 'rest apis']","['django', 'gcp', 'cockroachdb']",master of business administration (technology),9,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Software Services,"NPR 919,642–1,703,952",2025-08-01,2025-08-25,Hybrid
8258,Mobile Developer,Data Science,"Dharan, Gandaki Province, Nepal","['azure', 'django', 'dynamodb', 'flask', 'integration testing', 'laravel', 'monolithic apps', 'performance tuning', 'python', 'react', 'redux']","['laravel', 'react', 'django']",bim,2,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Web Development,"NPR 1,073,079–1,368,714",2025-08-07,2025-09-03,Onsite
8259,DevOps Engineer,Frontend Team,"Ilam, Karnali Province, Nepal","['go', 'heroku', 'monolithic apps', 'mysql', 'performance tuning', 'redux', 'spring boot', 'swift', 'tdd', 'typescript', 'vue']","['swift', 'heroku', 'spring boot']",bachelor of computer applications,4,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Web Development,"NPR 1,076,598–1,475,581",2025-08-07,2025-09-03,Onsite
8260,Software Engineer,Development,"Kathmandu, Gandaki Province, Nepal","['apache kafka', 'azure', 'integration testing', 'java', 'microservices', 'rest apis', 'ruby on rails', 'scala', 'sqlite', 'vue']","['apache kafka', 'azure', 'java']",diploma in it,15,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 1,246,028–1,922,086",2025-08-10,2025-08-27,Onsite
8261,Data Engineer,Frontend Team,"Butwal, Province No. 1, Nepal","['azure', 'ci/cd', 'mongodb', 'monolithic apps', 'node.js', 'php', 'postgresql', 'react', 'unit testing']","['mongodb', 'azure', 'node.js']",bachelor of engineering in computer engineering,1,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Data Analytics,"NPR 837,441–1,299,941",2025-08-09,2025-09-02,Hybrid
8262,Data Scientist,Mobile Apps,"Janakpur, Lumbini Province, Nepal","['.net core', 'ci/cd', 'firebase', 'integration testing', 'next.js', 'performance tuning', 'rest', 'typescript', 'vue']","['firebase', '.net core', 'rest']",bachelor of computer applications,7,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Web Development,"NPR 911,929–1,642,829",2025-08-10,2025-09-09,Onsite
8263,DevOps Engineer,Backend Team,"Chitwan, Gandaki Province, Nepal","['angular', 'aws', 'django', 'firebase', 'go', 'jenkins', 'kubernetes', 'python', 'scaling', 'security best practices', 'tdd']","['aws', 'python', 'kubernetes']",bachelor of engineering in computer engineering,8,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Web Development,"NPR 972,638–1,309,170",2025-08-08,2025-09-01,Onsite
8264,QA Engineer,Backend Team,"Janakpur, Karnali Province, Nepal","['express.js', 'firebase', 'performance tuning', 'react', 'rest apis', 'rust', 'sqlite', 'tdd']","['firebase', 'rust', 'react']",bachelor of science in computer science,8,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,IT Consulting,"NPR 974,512–1,671,495",2025-08-03,2025-09-02,WFH
8265,Backend Engineer,Backend Team,"Bhaktapur, Karnali Province, Nepal","['azure', 'ci/cd', 'dynamodb', 'go', 'next.js', 'react native', 'ruby', 'security best practices', 'unit testing']","['go', 'dynamodb', 'azure']",master of science in it,6,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Web Development,"NPR 840,992–1,266,571",2025-08-10,2025-09-07,WFH
8266,Frontend Engineer,Mobile Apps,"Jumla, Lumbini Province, Nepal","['ci/cd', 'fastapi', 'gcp', 'monolithic apps', 'mysql', 'next.js', 'rust', 'scaling']","['gcp', 'fastapi', 'mysql']",master of science in it,0,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Data Analytics,"NPR 1,176,811–1,936,455",2025-08-03,2025-09-01,Onsite
8267,Backend Engineer,Data Science,"Itahari, Gandaki Province, Nepal","['aws', 'laravel', 'mysql', 'react', 'rest apis', 'scala', 'security best practices', 'unit testing']","['laravel', 'aws', 'scala']",master of technology,4,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,IT Consulting,"NPR 1,013,713–1,732,502",2025-08-07,2025-09-06,Onsite
8268,Engineering Manager,Backend Team,"Itahari, Gandaki Province, Nepal","['azure', 'ci/cd', 'flask', 'sqlite', 'svelte', 'tdd', 'typescript', 'unit testing', 'vue']","['sqlite', 'svelte', 'flask']",bachelor of computer applications,0,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Mobile Development,"NPR 1,228,395–1,608,535",2025-08-09,2025-08-31,Onsite
8269,Product Engineer,Frontend Team,"Hetauda, Gandaki Province, Nepal","['aws', 'go', 'graphql apis', 'java', 'microservices', 'scaling', 'sqlite', 'vue']","['aws', 'java', 'sqlite']",bachelor of science in computer science,3,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Software Services,"NPR 879,645–1,235,677",2025-08-05,2025-08-30,Hybrid
8270,Engineering Manager,Backend Team,"Biratnagar, Karnali Province, Nepal","['.net core', 'ci/cd', 'digitalocean', 'django', 'integration testing', 'mysql', 'nuxt.js', 'python', 'security best practices']","['django', '.net core', 'mysql']",bim,11,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Data Analytics,"NPR 1,138,682–1,471,047",2025-08-10,2025-09-05,Onsite
8271,Product Engineer,Backend Team,"Dharan, Karnali Province, Nepal","['github actions', 'go', 'graphql apis', 'heroku', 'monolithic apps', 'php', 'rabbitmq', 'redis', 'rest apis', 'vue']","['github actions', 'vue', 'redis']",bachelor of computer applications,9,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Software Services,"NPR 1,409,898–2,151,299",2025-08-04,2025-08-24,WFH
8272,Data Engineer,Backend Team,"Kathmandu, Madhesh Province, Nepal","['flask', 'heroku', 'integration testing', 'java', 'mysql', 'next.js', 'scaling', 'spring boot', 'tdd']","['mysql', 'java', 'flask']",master of science in it,12,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 1,358,932–1,674,466",2025-08-06,2025-08-22,Hybrid
8273,Product Engineer,Data Science,"Dhangadhi, Bagmati Province, Nepal","['firebase', 'flask', 'mongodb', 'next.js', 'performance tuning', 'python', 'rest apis', 'scaling']","['python', 'flask', 'next.js']",bachelor of science in computer science,6,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Data Analytics,"NPR 989,078–1,781,751",2025-08-10,2025-08-29,Hybrid
8274,DevOps Engineer,Backend Team,"Bhimdatta, Karnali Province, Nepal","['.net core', 'ansible', 'aws', 'ci/cd', 'graphql apis', 'laravel', 'microservices', 'mobx', 'mysql', 'python', 'react', 'swift']","['laravel', 'swift', 'python']",diploma in it,0,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Software Services,"NPR 1,016,396–1,741,302",2025-08-01,2025-08-17,Onsite
8275,QA Engineer,Development,"Dharan, Karnali Province, Nepal","['.net core', 'angular', 'azure', 'cockroachdb', 'graphql apis', 'integration testing', 'java', 'mobx', 'monolithic apps', 'ruby']","['.net core', 'java', 'azure']",bachelor of science in computer science,12,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Software Services,"NPR 1,475,940–2,198,981",2025-08-05,2025-08-25,WFH
8276,Data Engineer,Development,"Dhangadhi, Gandaki Province, Nepal","['digitalocean', 'express.js', 'graphql apis', 'java', 'microservices', 'mysql', 'security best practices', 'svelte']","['express.js', 'digitalocean', 'svelte']",master of science in it,10,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Software Services,"NPR 957,170–1,303,948",2025-08-01,2025-08-26,Onsite
8277,QA Engineer,Backend Team,"Chitwan, Madhesh Province, Nepal","['.net core', 'ci/cd', 'heroku', 'integration testing', 'mongodb', 'next.js', 'python', 'tdd']","['python', '.net core', 'next.js']",master of business administration (technology),4,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,IT Consulting,"NPR 947,955–1,165,610",2025-08-04,2025-09-03,WFH
8278,Engineering Manager,Frontend Team,"Gorkha, Gandaki Province, Nepal","['.net core', 'azure', 'django', 'firebase', 'flutter', 'integration testing', 'next.js', 'scaling', 'security best practices', 'swift', 'typescript']","['django', 'flutter', 'swift']",bachelor of engineering in computer engineering,11,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Software Services,"NPR 1,264,561–1,616,335",2025-08-07,2025-08-28,Hybrid
8279,QA Engineer,Mobile Apps,"Chitwan, Karnali Province, Nepal","['ci/cd', 'digitalocean', 'django', 'performance tuning', 'python', 'redis', 'ruby', 'unit testing', 'vue']","['redis', 'ruby', 'vue']",master of technology,12,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Mobile Development,"NPR 1,220,449–1,504,175",2025-08-07,2025-08-30,Hybrid
8280,DevOps Engineer,Data Science,"Pokhara, Lumbini Province, Nepal","['ci/cd', 'django', 'go', 'heroku', 'kubernetes', 'mysql', 'performance tuning', 'react', 'rest apis', 'rust']","['rust', 'go', 'react']",diploma in it,15,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 1,499,207–2,040,441",2025-08-01,2025-08-27,Onsite
8281,Data Scientist,Frontend Team,"Bara, Madhesh Province, Nepal","['aws', 'bootstrap', 'django', 'javascript', 'python', 'redis', 'rest apis', 'security best practices', 'svelte', 'swift', 'typescript', 'unit testing']","['redis', 'svelte', 'javascript']",self-taught,12,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,437,448–1,936,648",2025-08-09,2025-09-06,Onsite
8282,Product Engineer,Frontend Team,"Bara, Province No. 1, Nepal","['azure', 'dynamodb', 'firebase', 'go', 'graphql apis', 'mysql', 'next.js', 'security best practices', 'tailwind css', 'tdd', 'vue']","['dynamodb', 'mysql', 'azure']",bachelor of computer applications,8,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,IT Consulting,"NPR 1,466,566–1,963,679",2025-08-04,2025-08-23,Hybrid
